Timestamp,Min,Max,Mean,Vol,FD,return
7:49:43,7.79707,7.79707,7.79707,51,54,0.0
7:57:52,7.785125,7.79707,7.796044486,51,54,-13.1526
19:27:40,7.77946,7.78341,7.78129814,51,54,-1.2
19:19:54,7.78019,7.78435,7.78139158,51,54,11.544
19:59:40,7.777885,7.78195,7.78105513,51,54,-4.34
21:34:35,7.781665,7.78559,7.78367792,51,54,43.612
11:02:18,7.778345,7.78155,7.780138014,51,54,-16.1382
17:13:44,7.77815,7.78055,7.77934625,51,54,-2.46
21:42:27,7.78495,7.78795,7.78661367,51,54,37.717
18:56:00,7.77924,7.7821,7.78043954,51,54,9.17
10:19:31,7.780095,7.782935,7.780683681,51,54,-15.8799
16:56:51,7.77805,7.78055,7.77973024,51,54,-0.0877
8:06:14,7.782815,7.78545,7.784616611,51,54,-146.5856
17:05:49,7.77785,7.78025,7.77953782,51,54,-2.47
11:20:18,7.778,7.78055,7.779983806,51,54,2.62
20:14:44,7.77845,7.77955,7.77887093,51,54,6.91
18:24:58,7.77925,7.781605,7.78028558,51,54,11.228
18:17:21,7.77775,7.78005,7.77941208,51,54,2.33
8:29:57,7.78145,7.78375,7.782417403,51,54,-16.2527
21:26:14,7.779625,7.78195,7.78028478,51,54,10.849
18:01:05,7.77885,7.781125,7.77956387,51,54,-6.19
17:52:56,7.77865,7.78085,7.78004521,51,54,-7.169999999999999
11:11:09,7.778425,7.78055,7.779780208,51,54,-4.6
17:21:37,7.77875,7.78075,7.78005631,51,54,9.129999999999999
10:45:14,7.780265,7.7822,7.781180528,51,54,9.16
14:14:56,7.77938,7.781265,7.780274361,51,54,7.2700000000000005
19:12:01,7.779735,7.78162,7.7804934,51,54,9.83
19:44:11,7.780105,7.781865,7.78099908,51,54,5.25
16:31:23,7.77885,7.78055,7.77977537,51,54,-1.0699999999999998
8:46:06,7.781255,7.78305,7.782133653,51,54,3.99
18:08:58,7.77845,7.77995,7.77923089,51,54,-4.279999999999999
22:06:32,7.785985,7.78765,7.78675901,51,54,-11.290000000000001
14:05:59,7.778825,7.780465,7.779708958,51,54,3.65
16:14:10,7.778845,7.780455,7.77998415,52,55,-0.049999999999999996
16:23:12,7.77895,7.78055,7.77985894,52,55,-1.6099999999999999
