iter	RMSE
275	21.20815991
276	21.17512926
277	21.14865956
278	21.10893769
279	21.0875357
280	21.06892135
281	21.01864228
282	21.00039001
283	20.98236667
284	20.9645695
285	20.9431459
286	20.92276834
287	20.9058411
288	20.88856981
289	20.87151585
290	20.84823013
291	20.83139337
292	20.81476864
293	20.79835336
294	20.7772525
295	20.75275343
296	20.72327022
297	20.7045952
298	20.67212238
299	20.65143164
300	20.63208725
301	20.61612581
302	20.60036616
303	20.57891594
304	20.5634789
305	20.54873404
306	20.53367746
307	20.51930062
308	20.50461542
309	20.4901165
310	20.46265002
311	20.44847682
312	20.42719569
313	20.40954285
314	20.39566272
315	20.37840023
316	20.35968925
317	20.34314346
318	20.32615766
319	20.31246794
320	20.29895238
321	20.28312983
322	20.26765266
323	20.24145485
324	20.22824977
325	20.21521291
326	20.20234219
327	20.18963556
328	20.17450483
329	20.14965313
330	20.13310761
331	20.12055552
332	20.10672538
333	20.09439416
334	20.08222062
335	20.0673324
336	20.05531705
337	20.04345547
338	20.02963822
339	20.017932
340	19.99347046
341	19.97923006
342	19.96531917
343	19.9194397
344	19.87409087
345	19.82926659
346	19.78496086
347	19.74116776
348	19.71942095
349	19.69557415
350	19.6840842
351	19.67274129
352	19.64135953
353	19.62775725
354	19.58447208
355	19.5733214
356	19.56069679
357	19.51784487
358	19.50680956
359	19.45901755
360	19.41711267
361	19.37569489
362	19.36115688
363	19.3501861
364	19.3359662
365	19.32397505
366	19.27762641
367	19.2552305
368	19.21456341
369	19.20368242
370	19.15833599
371	19.14483845
372	19.13163477
373	19.09179379
374	19.04742446
375	19.0036376
376	18.99161255
377	18.9483651
378	18.92692348
379	18.91607885
380	18.90537367
381	18.89480616
382	18.8520282
383	18.84118606
384	18.79893942
385	18.76153114
386	18.75005361
387	18.70874936
388	18.69650894
389	18.65571728
390	18.64465814
391	18.60842111
392	18.57261157
393	18.53722458
394	18.52534265
395	18.49781549
396	18.45885089
397	18.42436257
398	18.38630178
399	18.36587301
400	18.35525719
401	18.34378837
402	18.30614992
403	18.2956547
404	18.25849495
405	18.24811791
406	18.22306962
407	18.2128223
408	18.20270783
409	18.19272447
410	18.18287054
411	18.15836497
412	18.14863342
413	18.13902795
414	18.10213637
415	18.08310902
416	18.07360627
417	18.06422667
418	18.04059538
419	18.03133162
420	18.02218787
421	17.98563149
422	17.97659028
423	17.95342186
424	17.9444921
425	17.93567802
426	17.89950595
427	17.8767958
428	17.86807476
429	17.85946671
430	17.85097018
431	17.81517946
432	17.79433637
433	17.77607562
434	17.75818943
435	17.72297096
436	17.70566649
437	17.69740316
438	17.68002249
439	17.67194421
440	17.65037657
441	17.61565718
442	17.58133558
443	17.54740759
444	17.5138691
445	17.49673528
446	17.48868596
447	17.45547755
448	17.43852627
449	17.43055842
450	17.39767739
451	17.38090681
452	17.36091244
453	17.34446237
454	17.31195222
455	17.29534036
456	17.26316688
457	17.24673916
458	17.23887594
459	17.2070212
460	17.19076819
461	17.16963105
462	17.15357976
463	17.14578174
464	17.11416731
465	17.09828588
466	17.09056691
467	17.05926732
468	17.04355425
469	17.02274764
470	16.99173635
471	16.97618139
472	16.96845935
473	16.93776008
474	16.9235237
475	16.89315279
476	16.87790378
477	16.87027659
478	16.85109626
479	16.83603091
480	16.80589309
481	16.79099508
482	16.7611741
483	16.74753016
484	16.73989991
485	16.71038833
486	16.69578411
487	16.67548203
488	16.64624498
489	16.63286261
490	16.61857241
491	16.61098822
492	16.58202278
493	16.567884
494	16.54789989
495	16.51920521
496	16.50520894
497	16.49767767
498	16.4692763
499	16.45644507
500	16.42835169
501	16.41565595
502	16.40819205
503	16.38977272
504	16.37619175
505	16.34832818
506	16.33489996
507	16.32749981
508	16.29992262
509	16.28762286
510	16.27218974
511	16.24488902
512	16.23270619
513	16.21968219
514	16.21233358
515	16.18529094
516	16.17240645
517	16.15314718
518	16.12636053
519	16.11360711
520	16.10631148
521	16.07980198
522	16.06812491
523	16.06091216
524	16.03468334
525	16.02312525
526	16.00538859
527	15.99301598
528	15.96701586
529	15.95478412
530	15.94761853
531	15.92892642
532	15.9031651
533	15.8910508
534	15.8655672
535	15.8544832
536	15.84737259
537	15.82216084
538	15.8111906
539	15.80416133
540	15.79242169
541	15.77397151
542	15.74897216
543	15.7373532
544	15.73038542
545	15.70564794
546	15.69502295
547	15.67688157
548	15.65238819
549	15.6409904
550	15.63407698
551	15.60984081
552	15.59942493
553	15.59259115
554	15.58230204
555	15.56561644
556	15.54159345
557	15.5305388
558	15.50677734
559	15.4958506
560	15.48389484
561	15.46990267
562	15.45911032
563	15.44178261
564	15.41822283
565	15.40754171
566	15.40079782
567	15.37748832
568	15.36692378
569	15.35102065
570	15.32793997
571	15.31748663
572	15.30589209
573	15.28914235
574	15.27881774
575	15.25126336
576	15.22407073
577	15.20758982
578	15.18071139
579	15.15418623
580	15.12800976
581	15.12131835
582	15.1083769
583	15.08249574
584	15.07118365
585	15.04563851
586	15.02042955
587	14.9955524
588	14.97100277
589	14.95480353
590	14.91689455
591	14.90581224
592	14.88128351
593	14.84429987
594	14.83345983
595	14.79714512
596	14.77340191
597	14.76279758
598	14.72736482
599	14.6925719
600	14.65745686
601	14.64705241
602	14.64063935
603	14.61757607
604	14.58353426
605	14.54901316
606	14.54080324
607	14.53274357
608	14.52651691
609	14.51012312
610	14.48744807
611	14.4795818
612	14.44346285
613	14.43734827
614	14.40379191
615	14.39610317
616	14.39011914
617	14.37513726
618	14.35281885
619	14.31926362
620	14.30981396
621	14.27691163
622	14.25504335
623	14.24762274
624	14.2146289
625	14.20878492
626	14.20153983
627	14.18882713
628	14.16713164
629	14.16140903
630	14.12752529
631	14.12186542
632	14.10617485
633	14.09916212
634	14.09362703
635	14.07927961
636	14.05780815
637	14.05377711
638	14.032593
639	13.99938349
640	13.99256009
641	13.97741861
642	13.97347515
643	13.95256536
644	13.92004205
645	13.91336372
646	13.89849096
647	13.89313859
648	13.87954227
649	13.87572052
650	13.85504624
651	13.82030192
652	13.81194757
653	13.79359751
654	13.76169778
655	13.75794305
656	13.74653407
657	13.72886528
658	13.7225001
659	13.70938991
660	13.69142934
661	13.67765651
662	13.65989882
663	13.64641557
664	13.62919385
665	13.62551961
666	13.60596015
667	13.57464581
668	13.55782113
669	13.54122667
670	13.53494345
671	13.52249745
672	13.50609194
673	13.47187679
674	13.46164718
675	13.44283892
676	13.41211243
677	13.39602573
678	13.38015799
679	13.3701282
680	13.36022982
681	13.33024245
682	13.32450608
683	13.31397996
684	13.29826342
685	13.28614782
686	13.2645622
687	13.24331506
688	13.22240013
689	13.18835107
690	13.16767199
691	13.14731484
692	13.11376235
693	13.09363361
694	13.07381693
695	13.05430667
696	13.02116083
697	13.0153857
698	12.9960845
699	12.97708053
700	12.94440807
701	12.9256142
702	12.90710874
703	12.87492187
704	12.85836376
705	12.84200761
706	12.82364873
707	12.80557078
708	12.7740823
709	12.75797614
710	12.74206644
711	12.72625436
712	12.71052184
713	12.69498131
714	12.67963054
715	12.66175317
716	12.63129863
717	12.61620865
718	12.60130306
719	12.58573844
720	12.57099905
721	12.55643989
722	12.54205886
723	12.52438646
724	12.49533763
725	12.48115613
726	12.46368159
727	12.44964877
728	12.43446285
729	12.40606205
730	12.39223385
731	12.38150942
732	12.36648146
733	12.35597924
734	12.34242368
735	12.33220516
736	12.3164955
737	12.29951325
738	12.27126342
739	12.25797414
740	12.24338143
741	12.23024117
742	12.22037177
743	12.20596453
744	12.19302539
745	12.18666234
746	12.17715005
747	12.16196415
748	12.13455174
749	12.11798468
750	12.1040104
751	12.09784579
752	12.0885809
753	12.07479329
754	12.04784465
755	12.04189778
756	12.02574946
757	12.01224546
758	12.00641907
759	12.00028797
760	11.98696417
761	11.97802536
762	11.96233471
763	11.93577329
764	11.92968903
765	11.91662812
766	11.91061514
767	11.90496114
768	11.89902292
769	11.88362113
770	11.8708429
771	11.84471391
772	11.83882672
773	11.83301668
774	11.81791923
775	11.80305804
776	11.77693157
777	11.76439177
778	11.75200664
779	11.73309538
780	11.72083987
781	11.71224176
782	11.69979919
783	11.69433502
784	11.67576101
785	11.67011474
786	11.66454241
787	11.65618245
788	11.64393123
789	11.63199983
790	11.62672078
791	11.61493526
792	11.58955574
793	11.57789471
794	11.56975871
795	11.55761079
796	11.54608249
797	11.53416934
798	11.52906457
799	11.51766553
800	11.50641382
801	11.50141038
802	11.49029586
803	11.47201522
804	11.46102269
805	11.43597814
806	11.43043811
807	11.42550645
808	11.4146167
809	11.40255366
810	11.39179365
811	11.38401696
812	11.37339006
813	11.34875464
814	11.33419641
815	11.31623502
816	11.30815673
817	11.30276115
818	11.29487275
819	11.28959922
820	11.28189577
821	11.27432355
822	11.26461814
823	11.25503713
824	11.25020389
825	11.23983056
826	11.2321884
827	11.2219453
828	11.1976028
829	11.19010723
830	11.17996199
831	11.16247641
832	11.15512761
833	11.14596413
834	11.13691836
835	11.13193468
836	11.12012417
837	11.11542721
838	11.10558814
839	11.0974435
840	11.08772731
841	11.07582048
842	11.06622177
843	11.04749644
844	11.03573605
845	11.02841458
846	11.01123699
847	11.00402364
848	10.99693315
849	10.98744739
850	10.97892963
851	10.96052089
852	10.95352955
853	10.94879667
854	10.94418273
855	10.93243952
856	10.92084002
857	10.89578583
858	10.88737584
859	10.87597902
860	10.86431667
861	10.85512486
862	10.84384787
863	10.83270895
864	10.81571767
865	10.80661195
866	10.78858825
867	10.78166403
868	10.77691698
869	10.77241914
870	10.7680339
871	10.75696097
872	10.74602407
873	10.73219422
874	10.72417254
875	10.70642624
876	10.70213259
877	10.68844142
878	10.68369535
879	10.66620559
880	10.65266101
881	10.64845715
882	10.63754959
883	10.62974404
884	10.61256386
885	10.60287212
886	10.59330409
887	10.58385815
888	10.57443334
889	10.56518583
890	10.56239458
891	10.55153754
892	10.53492923
893	10.53218339
894	10.52948845
895	10.51242936
896	10.5033976
897	10.49440333
898	10.48362053
899	10.46682387
900	10.45048535
901	10.44781969
902	10.44440355
903	10.43681016
904	10.41397111
905	10.40330632
906	10.39398378
907	10.38511827
908	10.37681675
909	10.36811214
910	10.3599089
911	10.35180819
912	10.34317404
913	10.3325874
914	10.32406329
915	10.31360104
916	10.29756032
917	10.29426517
918	10.28642465
919	10.2780794
920	10.26186109
921	10.2592977
922	10.25678173
923	10.24081789
924	10.23418755
925	10.22493253
926	10.21839308
927	10.2092565
928	10.20280603
929	10.18925088
930	10.17587015
931	10.17269128
932	10.15689144
933	10.14792039
934	10.14151683
935	10.12830243
936	10.12506631
937	10.11453749
938	10.10569942
939	10.09731398
940	10.08992697
941	10.06800463
942	10.06168976
943	10.05546053
944	10.04237878
945	10.03927392
946	10.02886046
947	10.02646051
948	10.0135295
949	9.998053197
950	9.986523276
951	9.9783547
952	9.975247598
953	9.964903703
954	9.958740532
955	9.945659756
956	9.93542505
957	9.932455373
958	9.930167018
959	9.91481014
960	9.901850153
961	9.898885009
962	9.888736602
963	9.881567165
964	9.86867123
965	9.853553269
966	9.840687261
967	9.830607854
968	9.81788829
969	9.815046718
970	9.807306674
971	9.799663607
972	9.796784573
973	9.78680117
974	9.77971899
975	9.758954453
976	9.749121134
977	9.746362371
978	9.73371363
979	9.726115654
980	9.718612869
981	9.710593315
982	9.698507247
983	9.691179665
984	9.68334777
985	9.673581065
986	9.661628714
987	9.653889362
988	9.641254909
989	9.633610283
990	9.61900903
991	9.609308123
992	9.597607407
993	9.585235663
994	9.57823768
995	9.56601622
996	9.559097659
997	9.547024756
998	9.539633001
999	9.529988238
4316
